Frequency,Filter,Threshold,Frame Bitrate,FPS,Start Time,End Time,Avg Energy
1.5,area,0.050000,1600,24.463,15107.943,15181.805,4.725191496598641
1.5,area,0.050000,1900,24.411,15191.807,15265.824,4.729182432432435
1.5,area,0.050000,2100,24.497,15275.827,15349.589,4.750264625850339
1.5,area,0.050000,2400,24.426,15359.591,15433.577,4.7375474576271195
1.5,area,0.050000,2700,24.444,15443.584,15517.512,4.711132312925169
1.5,area,0.050000,3000,24.431,15527.515,15601.467,4.750742372881355
1.5,area,0.060000,100,24.455,15611.470,15685.357,4.70597525423729
1.5,area,0.060000,400,24.386,15695.359,15769.450,4.732114237288135
1.5,area,0.060000,700,24.464,15779.452,15853.325,4.722710508474572
1.5,area,0.060000,1000,24.398,15863.329,15937.382,4.742477966101696
1.5,area,0.060000,1300,24.443,15947.384,16021.303,4.727517288135597
1.5,area,0.060000,1600,24.403,16031.305,16105.350,4.759325084745762
1.5,area,0.060000,1900,24.435,16115.353,16189.291,4.717589491525428
1.5,area,0.060000,2100,24.475,16199.293,16273.118,4.759424149659862
1.5,area,0.060000,2400,24.447,16283.121,16357.033,4.726416271186443
1.5,area,0.060000,2700,24.409,16367.036,16441.053,4.742150847457628
1.5,area,0.060000,3000,24.410,16451.056,16525.071,4.750795270270268
1.5,area,0.070000,100,24.441,16535.075,16609.015,4.739834353741492
1.5,area,0.070000,400,24.416,16619.018,16693.009,4.732998983050852
1.5,area,0.070000,700,24.451,16703.012,16776.920,4.72759186440678
1.5,area,0.070000,1000,24.495,16786.923,16860.688,4.7270979591836735
1.5,area,0.070000,1300,24.417,16870.690,16944.683,4.735761355932206
1.5,area,0.070000,1600,24.386,16954.686,17028.777,4.743829054054054
1.5,area,0.070000,1900,24.376,17038.779,17112.910,4.752528135593222
1.5,area,0.070000,2100,24.411,17122.912,17196.923,4.743627457627121
1.5,area,0.070000,2400,24.441,17206.926,17280.858,4.707273220338982
1.5,area,0.070000,2700,24.459,17290.861,17364.733,4.744493220338982
1.5,area,0.070000,3000,24.449,17374.736,17448.649,4.7492972789115635
1.5,area,0.080000,100,24.436,17458.652,17532.592,4.711293559322033
1.5,area,0.080000,400,24.474,17542.594,17616.434,4.716573220338983
1.5,area,0.080000,700,24.433,17626.436,17700.381,4.739306122448978
1.5,area,0.080000,1000,24.446,17710.384,17784.296,4.741115646258507
1.5,area,0.080000,1300,24.459,17794.299,17868.177,4.7118186440677965
1.5,area,0.080000,1600,24.438,17878.180,17952.109,4.745727457627119
1.5,area,0.080000,1900,24.442,17962.111,18036.040,4.74482721088435
1.5,area,0.080000,2100,24.450,18046.043,18119.934,4.748632881355938
1.5,area,0.080000,2400,24.477,18129.936,18203.750,4.7267734693877586
1.5,area,0.080000,2700,24.426,18213.752,18287.727,4.728523728813558
1.5,area,0.080000,3000,24.365,18297.729,18371.879,4.735211824324323
1.5,area,0.090000,100,24.467,18381.883,18455.729,4.723327210884354
1.5,area,0.090000,400,24.435,18465.731,18539.679,4.7465345762711815
